REGIAO:;N
UF:;AM
ESTACAO:;MANAUS
CODIGO (WMO):;A101
LATITUDE:;-3,10333333
LONGITUDE:;-60,01638888
ALTITUDE:;61,25
DATA DE FUNDACAO:;09/05/00
Data;Hora UTC;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (Kj/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s);
2026/01/28;0100 UTC;0;1006;1006;1004,9;0;25,5;21,8;25,6;25;22,1;21,8;83;80;80;74;3,4;1,7;
2026/01/28;0200 UTC;0;1006;1006,1;1005,9;0;25,1;22;25,6;25;22,1;21,9;84;80;83;56;3,1;1,3;
2026/01/28;0300 UTC;0;1005,8;1006;1005,8;0;24,8;22,3;25,2;24,7;22,3;22;86;83;86;42;2,6;1,5;
2026/01/28;0400 UTC;0;1005,7;1005,8;1005,6;0;24,5;22,4;24,9;24,5;22,4;22,2;88;85;88;49;2,5;,9;
2026/01/28;0500 UTC;0;1005,4;1005,8;1005,4;0;24,3;22,6;24,5;24;22,6;22,4;91;88;90;83;1,5;,7;
2026/01/28;0600 UTC;0;1004,9;1005,5;1004,9;0;24,5;22,7;24,7;24,3;22,7;22,5;90;88;90;79;2;,7;
2026/01/28;0700 UTC;0;1004,6;1004,9;1004,5;0;24,5;23,2;24,7;24,4;23,3;22,7;93;89;92;165;1,4;,3;
2026/01/28;0800 UTC;0;1004,5;1004,7;1004,4;0;25;23,7;25,1;24,5;23,7;23,2;93;90;93;121;2,1;,7;
2026/01/28;0900 UTC;0;1004,7;1004,7;1004,5;0;24,8;23,7;25,2;24,8;23,9;23,7;94;92;94;77;2,4;,6;
2026/01/28;1000 UTC;0;1005,6;1005,6;1004,7;0;24,9;23,8;25;24,8;23,9;23,7;94;93;94;78;2,4;,8;
2026/01/28;1100 UTC;0;1006,7;1006,7;1005,6;40,3;25,4;23,9;25,4;24,9;23,9;23,8;94;91;91;113;3;1;
2026/01/28;1200 UTC;0;1007,9;1007,9;1006,7;288;26;23,9;26;25,4;24,1;23,8;92;88;88;118;3;1,4;
2026/01/28;1300 UTC;0;1008,2;1008,2;1007,9;794,8;27,2;24,2;27,2;26;24,3;23,6;89;83;84;115;3,9;1,6;
2026/01/28;1400 UTC;0;1008,3;1008,4;1008,2;1120,7;27,9;24,2;28,3;27,1;24,6;23,8;84;79;81;86;4,7;1,9;
2026/01/28;1500 UTC;0;1007,6;1008,3;1007,6;838;28;24,2;28,4;27,3;24,9;23,8;85;79;80;123;4,6;1,5;
2026/01/28;1600 UTC;0;1006,5;1007,6;1006,5;1355,2;29,8;25;29,8;28;25;23,1;80;71;76;76;5,4;2,3;
2026/01/28;1700 UTC;0;1005,3;1006,5;1005,3;2082,5;30,9;24,7;31,2;29,3;24,8;23,5;76;67;70;67;6,3;2,9;
2026/01/28;1800 UTC;0;1003,9;1005,3;1003,9;1679,6;29,6;24;31,1;29,6;25,3;23,4;73;66;72;67;8,1;3,4;
2026/01/28;1900 UTC;,2;1003,3;1004,1;1003,3;534,9;27,2;23,2;29,6;26,3;24,2;22,8;86;72;79;47;10,1;3,3;
2026/01/28;2000 UTC;0;1003;1003,5;1003;569,5;26,3;23;27,5;25,6;23,2;22,2;84;75;82;41;8,7;2,9;
2026/01/28;2100 UTC;0;1002,9;1003;1002,8;356,8;26,8;22,3;27,1;26,3;23,1;21,7;82;74;76;38;6,3;2;
2026/01/28;2200 UTC;0;1003,3;1003,4;1002,7;85,7;26,9;22,6;27,1;26,8;22,7;22,1;78;75;77;35;4,4;1,9;
2026/01/28;2300 UTC;0;1003,9;1003,9;1003,3;6,7;26,8;22,8;27;26,7;22,9;22,5;80;77;79;75;3,8;1,4;
2026/01/29;0000 UTC;0;1004,9;1005;1003,9;0;26,7;22,8;26,8;26,4;22,8;22,6;80;78;79;52;3,5;1,7;
2026/01/29;0100 UTC;0;1005,9;1005,9;1004,9;0;26,5;22,9;26,7;26,5;22,9;22,8;81;79;81;56;5,8;1,7;
2026/01/29;0200 UTC;0;1006,2;1006,2;1005,9;0;26,4;22,7;26,5;26,2;22,9;22,6;82;80;80;77;4,1;1,5;
2026/01/29;0300 UTC;0;1006,5;1006,6;1006,2;0;26,1;22,7;26,5;26,1;22,7;22,6;82;80;82;59;3;1,1;
2026/01/29;0400 UTC;0;1006,1;1006,6;1006,1;0;25,9;22,6;26,2;25,9;22,8;22,6;82;81;82;73;2,7;1,1;
2026/01/29;0500 UTC;0;1005,5;1006,1;1005,5;0;25,3;22,8;26;25,3;22,8;22,6;86;82;86;36;3,8;1,1;
2026/01/29;0600 UTC;0;1004,9;1005,5;1004,9;0;25,2;23,1;25,4;24,7;23,1;22,8;91;86;88;66;2,2;,7;
2026/01/29;0700 UTC;0;1004,5;1004,9;1004,5;0;24,7;23,1;25,6;24,7;23,2;23;91;86;91;345;1,4;,4;
2026/01/29;0800 UTC;0;1004,6;1004,6;1004,5;0;25;23,4;25;24,6;23,4;23,1;92;91;91;138;1,1;,4;
2026/01/29;0900 UTC;0;1005;1005,1;1004,6;0;25,4;24;25,6;25;24;23,4;92;89;92;178;1,8;,7;
2026/01/29;1000 UTC;0;1005,7;1005,7;1005;,1;25,2;24,3;25,4;25,1;24,5;23,8;96;92;95;196;1,5;,5;
2026/01/29;1100 UTC;0;1006,6;1006,6;1005,7;74,4;25,8;24,3;25,8;25;24,4;24,3;96;91;91;120;1,5;,6;
2026/01/29;1200 UTC;0;1007,6;1007,6;1006,6;456,1;26,9;24,6;27;25,8;25;24,3;91;87;87;109;2,6;1,2;
2026/01/29;1300 UTC;0;1008,1;1008,1;1007,6;867,2;28,1;24,6;28,2;26,9;25,1;24,3;88;81;81;190;3,4;,8;
2026/01/29;1400 UTC;0;1008,1;1008,2;1008,1;972,1;28,6;24,4;28,6;28;25,2;24;83;77;78;79;3,2;1,3;
2026/01/29;1500 UTC;0;1007,6;1008,1;1007,6;1707,1;29,9;24,8;30,2;28,6;25,7;23,8;79;71;74;112;3,4;1,3;
2026/01/29;1600 UTC;0;1006,6;1007,6;1006,6;2506,1;31,3;23,8;31,6;29,7;25,2;23,1;76;63;65;61;5,3;2,3;
2026/01/29;1700 UTC;0;1005,1;1006,6;1005,1;2974,3;31,1;24;31,9;31;24,5;23;68;61;66;53;5,6;2,4;
2026/01/29;1800 UTC;0;1003,5;1005,1;1003,5;2818,2;31,7;23,5;32,5;31,1;24,8;22,9;67;59;62;69;5,8;2,9;
2026/01/29;1900 UTC;0;1002,5;1003,5;1002,5;2490,9;31,3;24,3;32,6;30,6;24,6;22,9;69;60;66;65;8,9;3,3;
2026/01/29;2000 UTC;0;1001,6;1002,5;1001,6;1224,6;30,1;22,6;31,3;28,9;24,3;22,3;71;64;64;63;9,3;2,4;
2026/01/29;2100 UTC;0;1001,1;1001,6;1001,1;623,4;29,5;23,3;30,5;29,4;23,3;22,3;69;62;69;80;6,5;2,6;
2026/01/29;2200 UTC;0;1002;1002;1001,1;178,9;29,1;23,5;29,5;29;23,5;23;72;68;72;77;5,5;1,4;
2026/01/29;2300 UTC;0;1003;1003;1002;6,6;28,4;24,4;29,1;28,4;24,4;23,4;79;71;79;129;3,3;1,5;
2026/01/30;0000 UTC;0;1004,2;1004,2;1003;0;27,7;24,7;28,4;27,7;24,8;24,4;84;79;84;125;3,1;1,2;
2026/01/30;0100 UTC;0;1005;1005;1004,2;0;27,4;24,6;27,8;27,4;24,9;24,5;86;84;84;166;3,1;,5;
2026/01/30;0200 UTC;0;1005,8;1005,8;1005;0;27,2;25;27,6;27;25,1;24,5;89;84;88;102;1,5;,5;
2026/01/30;0300 UTC;0;1006;1006,1;1005,8;0;27,2;24,6;27,4;26,7;25,1;24,6;90;85;86;128;2,4;1;
2026/01/30;0400 UTC;0;1005,9;1006,1;1005,8;0;26,9;23,9;27,2;26,9;24,7;23,8;87;83;83;123;2,6;1,1;
2026/01/30;0500 UTC;0;1004,9;1005,9;1004,9;0;26;23,9;27;26;24;23,8;88;83;88;121;2,6;,3;
2026/01/30;0600 UTC;0;1004,3;1004,9;1004,3;0;26,1;24,3;26,2;25,7;24,3;23,8;90;88;90;128;1,6;,6;
2026/01/30;0700 UTC;0;1004,2;1004,4;1004,1;0;25,9;24,4;26,2;25,8;24,5;24,2;92;89;91;245;2,3;,8;
2026/01/30;0800 UTC;0;1004,2;1004,3;1004;0;25,7;24,2;26;25,7;24,4;24,2;93;91;91;207;1,8;,5;
2026/01/30;0900 UTC;0;1004,7;1004,7;1004,2;0;25,7;24,2;25,9;25,7;24,3;24,2;92;91;91;202;1,6;,5;
2026/01/30;1000 UTC;0;1005,4;1005,4;1004,7;0;25,7;24,1;25,9;25,5;24,2;24;92;90;91;191;2,2;,7;
2026/01/30;1100 UTC;0;1006,3;1006,3;1005,4;44,4;25,8;24,2;25,8;25,6;24,2;24;91;90;91;111;2,2;,4;
2026/01/30;1200 UTC;0;1007,2;1007,2;1006,3;398,6;26,8;24,2;26,9;25,8;24,4;23,9;91;84;86;127;2,8;1,1;
2026/01/30;1300 UTC;0;1007,6;1007,6;1007,2;654,1;27,5;23,9;27,5;26,8;24,3;23,5;86;80;81;97;3,8;1,6;
2026/01/30;1400 UTC;0;1007,5;1007,7;1007,5;1430,2;28,9;24,1;29,3;27,4;24,7;23,7;82;75;76;96;3,6;1,7;
2026/01/30;1500 UTC;0;1007,1;1007,5;1007,1;1622,7;30;24,3;30,1;28,6;25,3;24;78;71;72;62;4,7;2,3;
2026/01/30;1600 UTC;0;1006,3;1007,1;1006,3;2521,4;30,8;23,5;31,3;29,8;25,3;23,5;74;65;66;83;6,2;2,6;
2026/01/30;1700 UTC;0;1004,8;1006,3;1004,8;2773,6;31,5;24;32;30,6;25,2;23,5;70;63;64;70;7;2,8;
2026/01/30;1800 UTC;0;1003,2;1004,8;1003,2;2695,4;32;23,4;32,8;31,4;25;23,2;66;60;61;132;6,4;2,5;
2026/01/30;1900 UTC;0;1001,8;1003,2;1001,8;2547,5;32;23,7;32,8;32;24,4;23,3;63;58;62;92;6,4;2,6;
2026/01/30;2000 UTC;0;1000,8;1001,8;1000,8;1209;31,7;23;32,7;31,7;24,2;22,9;63;59;60;77;6,6;3,2;
2026/01/30;2100 UTC;0;1001;1001,2;1000,7;215,5;30,9;23;31,9;30,9;23,4;22,7;64;59;63;68;6,6;2,4;
2026/01/30;2200 UTC;0;1001,2;1001,2;1000,8;114,8;30,2;23,4;31;30,1;23,4;22,6;67;61;67;60;5,8;1,9;
2026/01/30;2300 UTC;0;1001,5;1001,5;1001;5,3;28;23;30,3;27,8;24;22,7;75;67;74;57;6,1;,9;
2026/01/31;0000 UTC;0;1002,7;1002,7;1001,4;0;27,9;22,5;28,3;27,8;23,3;22,5;76;73;73;59;2,5;,6;
2026/01/31;0100 UTC;0;1003,9;1003,9;1002,7;0;27,1;23,4;27,9;27;23,4;22,3;81;73;81;317;2,5;,4;
2026/01/31;0200 UTC;0;1004,8;1004,8;1003,9;0;27,1;23,7;27,2;26,8;23,8;23,5;83;81;82;16;2,2;,8;
2026/01/31;0300 UTC;0;1005,4;1005,4;1004,8;0;26,4;24,1;27,1;26,4;24,2;23,6;87;82;87;356;2,2;,3;
2026/01/31;0400 UTC;0;1004,8;1005,4;1004,8;0;26,4;24,3;26,5;26,3;24,4;24,1;89;87;88;17;1,6;,4;
2026/01/31;0500 UTC;0;1004,2;1004,8;1004,1;0;26;24,3;26,5;26;24,4;24,1;90;88;90;310;1,3;,3;
2026/01/31;0600 UTC;0;1003,1;1004,2;1003,1;,1;26,2;23,9;26,3;26;24,2;23,8;90;87;87;347;1,2;,2;
2026/01/31;0700 UTC;0;1003,1;1003,3;1003,1;0;25,8;23,8;26,3;25,8;24;23,8;89;87;89;7;1,5;,3;
2026/01/31;0800 UTC;0;1002,9;1003,1;1002,9;0;25,7;23,8;25,8;25,6;24,1;23,8;90;89;89;4;1,3;,2;
2026/01/31;0900 UTC;0;1003;1003,1;1002,9;0;25,4;23,8;25,8;25,4;24,2;23,8;92;89;91;24;1,1;,2;
2026/01/31;1000 UTC;0;1003,6;1003,6;1002,9;,2;25,5;23,9;25,5;25,2;24;23,7;92;91;91;274;,9;,2;
2026/01/31;1100 UTC;0;1004,6;1004,6;1003,6;106,6;26,8;25,2;26,8;25,4;25,3;23,9;92;91;91;91;1,5;,2;
2026/01/31;1200 UTC;0;1005,5;1005,5;1004,6;221,4;27,1;25,2;27,2;26,7;25,5;24,9;91;89;89;226;2,9;1,3;
2026/01/31;1300 UTC;0;1005,7;1005,8;1005,5;912,8;28,8;25,4;29,4;27,1;26,5;25,2;90;81;82;216;4;1,4;
2026/01/31;1400 UTC;12,4;1006,5;1006,6;1005,7;364,7;25,2;24;28,8;25,2;25,8;24;95;82;93;355;4,1;1,4;
2026/01/31;1500 UTC;1,8;1007,1;1007,1;1006,3;25,7;24,3;23,5;25,2;24,3;24,3;23,4;96;90;95;35;5,4;,4;
2026/01/31;1600 UTC;21,2;1005,9;1008,1;1005,9;23,7;23,7;23;24,4;23,2;23,7;22,6;98;95;96;50;7,4;1,4;
2026/01/31;1700 UTC;,2;1005,6;1006,1;1005,6;64,2;23,9;23,2;24;23,6;23,3;22,9;96;94;96;60;3,1;1;
2026/01/31;1800 UTC;,8;1005;1005,6;1005;119,2;24,4;23,9;24,4;23,9;23,9;23,3;97;96;97;254;2;,4;
2026/01/31;1900 UTC;,4;1003,7;1005;1003,7;225,7;24,6;24;24,6;24,3;24,1;23,8;97;96;96;218;2,1;,8;
2026/01/31;2000 UTC;0;1002,5;1003,7;1002,5;410,5;25,2;23,7;25,2;24,5;24,5;23,7;97;91;92;55;2,6;1,3;
2026/01/31;2100 UTC;0;1002,1;1002,5;1002;276,4;25,4;23,4;25,5;25,1;24,3;23,4;95;88;89;45;3,7;2;
2026/01/31;2200 UTC;0;1002;1002,2;1001,9;157,8;25,1;23,7;25,4;25;23,8;23,4;92;89;92;28;3,7;1;
2026/01/31;2300 UTC;0;1002,3;1002,3;1002;7,9;24,7;23,6;25,1;24,4;23,7;23,5;95;91;94;53;3;1;
2026/02/01;0000 UTC;0;1003,7;1003,7;1002,3;0;24,2;23,5;24,7;24,2;23,7;23,5;96;94;96;347;2,3;,3;
2026/02/01;0100 UTC;0;1005,1;1005,1;1003,7;0;24,1;23,5;24,2;24;23,6;23,4;97;96;97;306;1,3;,3;
2026/02/01;0200 UTC;0;1005,4;1005,5;1005,1;0;24,2;23,6;24,4;24,1;23,7;23,5;97;96;96;278;1,4;,4;
2026/02/01;0300 UTC;0;1005,4;1005,7;1005,3;0;24,1;23,6;24,2;24,1;23,7;23,5;97;96;97;287;2,2;,4;
2026/02/01;0400 UTC;0;1005,4;1005,4;1005,2;0;24,2;23,7;24,2;23,9;23,7;23,4;97;97;97;334;1,4;,5;
2026/02/01;0500 UTC;0;1004,8;1005,5;1004,8;0;24,1;23,5;24,3;24,1;23,7;23,4;97;96;97;124;2;,3;
2026/02/01;0600 UTC;0;1004,5;1004,9;1004,5;0;24;23,5;24,1;24;23,6;23,4;97;96;97;144;2,5;,3;
2026/02/01;0700 UTC;0;1003,8;1004,5;1003,5;0;24,1;23,4;24,1;24;23,5;23,4;97;96;96;48;1,5;,4;
2026/02/01;0800 UTC;0;1003,7;1003,9;1003,4;0;24,4;23,6;24,4;24,1;23,6;23,4;96;95;95;247;1,6;,4;
2026/02/01;0900 UTC;0;1003,9;1004,1;1003,7;0;24,2;23,5;24,4;24,2;23,6;23,4;96;95;96;330;1,1;,3;
2026/02/01;1000 UTC;0;1004,3;1004,3;1003,8;0;23,9;23,2;24,2;23,9;23,5;23,2;96;96;96;287;,9;,2;
2026/02/01;1100 UTC;0;1005,5;1005,5;1004,3;27,3;24,4;23,7;24,4;23,8;23,7;23,2;97;96;96;155;1;,4;
2026/02/01;1200 UTC;0;1006,4;1006,4;1005,5;393,6;26,2;23,6;26,2;24,3;24,4;23,3;96;86;86;69;2;1;
2026/02/01;1300 UTC;0;1006,9;1006,9;1006,4;678;27;24,1;27;26,2;24,2;23,4;87;84;84;51;3,4;1,2;
2026/02/01;1400 UTC;0;1007,1;1007,3;1006,9;1598,9;29,7;24,3;29,7;26,8;24,5;23;84;71;73;53;5,5;2,2;
2026/02/01;1500 UTC;0;1006,2;1007,1;1006,2;2480,9;29,8;24,7;30,2;28,7;24,9;23;75;68;74;35;7,2;2,1;
2026/02/01;1600 UTC;0;1005,2;1006,2;1005,2;2330,9;30;23,5;30,8;29,3;24,5;23;74;66;68;50;7,2;2,5;
2026/02/01;1700 UTC;0;1004;1005,2;1004;2322,9;31,1;23;31,8;29,8;25,1;23;71;62;62;41;6,2;2,8;
2026/02/01;1800 UTC;0;1002,5;1004;1002,5;2644,9;31,4;22,9;32,9;30,7;25,1;22,9;67;58;61;13;7,1;2;
2026/02/01;1900 UTC;0;1001,4;1002,5;1001,4;1525,3;31,9;23,5;32,1;31,2;24,5;22,7;66;59;61;34;6,4;1,7;
2026/02/01;2000 UTC;0;1000,9;1001,5;1000,9;948,8;32,3;23;32,5;31,5;24,3;22,7;64;58;58;66;5;1,6;
2026/02/01;2100 UTC;0;1001;1001,1;1000,8;328,8;31,1;23,5;32,3;30,8;24,4;22,7;68;58;64;49;5;1,6;
2026/02/01;2200 UTC;1;1001,4;1001,7;1001;107,2;27,1;24,8;31,1;26,6;24,9;23,1;89;63;87;87;9,4;1,5;
2026/02/01;2300 UTC;0;1002,5;1002,5;1001,4;6,2;27,6;24,6;27,6;26,3;25,3;24,5;94;83;83;55;2,9;1,2;
2026/02/02;0000 UTC;0;1003,4;1003,4;1002,5;,6;27,3;24,7;27,8;27,1;24,7;24,2;86;83;85;22;2,1;,5;
2026/02/02;0100 UTC;0;1004,3;1004,3;1003,4;,1;26,9;24,8;28;26,8;24,9;24,2;88;80;88;313;1,9;,3;
2026/02/02;0200 UTC;0;1004,8;1004,8;1004,3;0;26,6;25;26,9;26,3;25,1;24,4;92;88;91;312;,8;,3;
2026/02/02;0300 UTC;0;1005;1005,1;1004,8;0;27;25,2;27,4;26,5;25,5;25;93;89;90;133;3,3;,8;
2026/02/02;0400 UTC;0;1004,9;1005,2;1004,9;0;26,7;25,1;27;26,3;25,2;25,1;93;89;91;116;1,8;1;
2026/02/02;0500 UTC;0;1004,7;1004,9;1004,7;0;25,9;24,9;27;25,9;25,2;24,8;94;90;94;151;1,6;,2;
2026/02/02;0600 UTC;0;1004,5;1004,7;1004,4;0;26,2;25,1;26,2;25,8;25,1;24,8;95;93;94;360;1,3;,4;
2026/02/02;0700 UTC;1,6;1004,2;1004,7;1003,9;0;25,7;25,1;26,4;25,6;25,3;24,6;97;93;97;271;3,6;,4;
2026/02/02;0800 UTC;0;1004,1;1004,3;1004,1;0;25,3;24,6;25,8;25,2;25,2;24,5;97;96;96;262;2,3;,4;
2026/02/02;0900 UTC;0;1004,7;1004,7;1004;0;25,2;24,7;25,5;25;24,7;24,4;97;95;97;236;1,9;,5;
2026/02/02;1000 UTC;,4;1005,4;1005,4;1004,7;0;24,7;23,6;25,3;24,7;24,7;23,6;97;93;94;17;4,1;,6;
2026/02/02;1100 UTC;23,4;1007,1;1007,1;1005,4;5,4;23,1;22,7;24,7;22,7;23,6;22,1;98;94;98;187;8,8;,7;
2026/02/02;1200 UTC;21,4;1008,2;1008,2;1007,1;9,9;22,7;22,4;23,7;22,2;23,3;21,6;98;96;98;9;9,1;,6;
2026/02/02;1300 UTC;3,8;1008,3;1008,3;1008,1;24,7;23,4;23,1;23,4;22,7;23,1;22,3;98;98;98;38;3,7;,9;
2026/02/02;1400 UTC;2,6;1008,2;1008,5;1008,2;82,1;23,7;23,4;23,7;23,4;23,4;23,1;98;98;98;292;2,5;,5;
2026/02/02;1500 UTC;,4;1007,7;1008,2;1007,7;538,3;25;24,5;25;23,6;24,5;23,3;98;96;97;333;3,4;,6;
2026/02/02;1600 UTC;0;1007;1007,7;1007;1131,6;26,7;24,1;26,7;25;24,9;23,6;97;85;86;332;2,6;,7;
2026/02/02;1700 UTC;0;1005,7;1007;1005,7;1052,7;27,9;23,6;28,1;26,7;24,7;22,8;87;74;77;28;2,3;,8;
2026/02/02;1800 UTC;0;1004,1;1005,7;1004,1;1788,6;30,5;24,8;30,5;27,9;24,8;23;81;67;72;332;2,8;,6;
2026/02/02;1900 UTC;0;1003,2;1004,1;1003,2;1786,1;29,9;24,5;31,1;29,9;25,1;23,2;73;66;73;16;3;,8;
2026/02/02;2000 UTC;0;1002,2;1003,2;1002,2;788;30,3;23,8;30,6;29,2;24,9;23,1;76;66;68;9;3,3;1;
2026/02/02;2100 UTC;0;1001,9;1002,2;1001,7;437,8;29,9;24,1;31,2;29,5;24,7;23,5;75;65;71;42;3,3;1,4;
2026/02/02;2200 UTC;0;1002,3;1002,5;1001,9;164,1;28,4;24,8;29,9;28,4;24,8;24,2;81;71;81;121;4,1;1,3;
2026/02/02;2300 UTC;0;1002,6;1002,6;1002,2;14,1;26,9;23,8;28,4;26,9;24,9;23,7;84;80;83;109;3,4;,9;
2026/02/03;0000 UTC;0;1003,4;1003,4;1002,6;0;26,2;23,7;26,9;26,2;23,9;23,6;86;83;86;34;2,8;,2;
2026/02/03;0100 UTC;0;1004,5;1004,5;1003,4;0;25,9;24,1;26,5;25,9;24,2;23,5;90;84;90;148;1,9;,3;
2026/02/03;0200 UTC;0;1005,5;1005,5;1004,5;0;26,4;23,8;26,4;25,6;24,4;23,7;92;86;86;242;2,2;,8;
2026/02/03;0300 UTC;0;1006,1;1006,2;1005,5;0;25,9;23,6;26,4;25,8;24;23,6;88;86;87;233;3,1;,7;
2026/02/03;0400 UTC;0;1005,9;1006,1;1005,9;0;25,5;23,5;26;25,4;23,7;23,3;89;87;89;226;2;,5;
2026/02/03;0500 UTC;0;1005,4;1005,9;1005,4;0;25,9;23,8;25,9;25,4;23,9;23,4;90;88;88;216;1,9;,8;
2026/02/03;0600 UTC;0;1005,2;1005,4;1005,1;,1;25,8;23,9;26,1;25,8;24;23,8;89;87;89;189;1,9;,9;
2026/02/03;0700 UTC;0;1005,1;1005,2;1005;0;25,2;24,2;25,8;25,1;24,2;23,9;94;89;94;31;1,6;,2;
2026/02/03;0800 UTC;0;1005,1;1005,2;1004,9;0;25,4;23,6;25,4;25,1;24,3;23,6;94;90;90;181;1,2;,6;
2026/02/03;0900 UTC;0;1005,3;1005,3;1005,1;0;25;23,7;25,5;24,9;23,9;23,5;93;89;92;216;1,2;,4;
2026/02/03;1000 UTC;0;1005,6;1005,6;1005,2;0;24,7;23,6;25;24,7;23,9;23,5;94;92;93;31;,9;,2;
2026/02/03;1100 UTC;0;1006,9;1006,9;1005,6;69,9;25,7;24,4;25,7;24,7;24,4;23,7;95;92;93;159;,9;,4;
2026/02/03;1200 UTC;0;1008;1008;1006,9;408,6;27,5;24,4;27,5;25,6;24,8;23,8;93;83;84;101;1,6;,4;
2026/02/03;1300 UTC;0;1008,2;1008,3;1008;980,6;28,5;24;28,8;27,3;25,2;23,6;85;74;77;10;3,7;1,4;
2026/02/03;1400 UTC;0;1008,3;1008,5;1008,2;1204,6;28,9;23,4;30;27,9;25,3;23,3;79;69;72;39;5,9;2,5;
2026/02/03;1500 UTC;,4;1007,8;1008,3;1007,7;890,9;28,5;24,5;28,9;26,4;25,7;23,3;89;72;79;61;6,4;2;
2026/02/03;1600 UTC;0;1006,9;1007,8;1006,9;2147,2;29;22,8;30;28,5;25,2;22,7;82;68;70;37;7;2,8;
2026/02/03;1700 UTC;0;1005,8;1006,9;1005,7;2466,5;30,9;24;31,2;29;25;22,9;72;63;67;47;6,3;2,5;
2026/02/03;1800 UTC;0;1004,8;1005,8;1004,8;2788,9;31,3;24;32,2;30,5;24,8;23,1;67;62;66;17;5,6;1,3;
2026/02/03;1900 UTC;0;1003,8;1004,8;1003,8;1618;31,1;23,6;31,8;30,4;25,1;22,9;70;61;65;44;3,8;1,3;
2026/02/03;2000 UTC;1,6;1003,2;1003,8;1003,2;612,9;31,1;24,4;31,2;27,7;25,4;23,3;85;64;68;65;5,1;1;
2026/02/03;2100 UTC;10,4;1004,2;1004,3;1003,2;303,8;24,8;23,8;31,7;24,7;25;22,4;95;60;95;233;6,6;,6;
2026/02/03;2200 UTC;7,6;1005,1;1005,9;1004;170,1;22,7;21,9;25,8;22,7;24,8;21,9;96;85;95;37;10,6;1,8;
2026/02/03;2300 UTC;,6;1004,5;1005,1;1003,8;7,8;22,5;21,6;23,1;22,5;22,2;21,4;96;91;95;349;5;,4;
2026/02/04;0000 UTC;0;1005;1005,8;1004,5;,7;24,1;21,3;24,3;22,5;22,2;21,3;96;84;84;33;8,1;2;
2026/02/04;0100 UTC;0;1005,3;1005,3;1004,6;1,5;24,1;20,7;24,4;23,6;21,4;20,7;86;81;81;42;6,3;1,7;
2026/02/04;0200 UTC;0;1005,6;1005,6;1005,3;1,9;24,2;21,1;24,5;24,1;21,2;20,7;84;81;83;61;4,1;1;
2026/02/04;0300 UTC;0;1005,7;1005,7;1005,5;,5;24,4;21,7;24,8;24,1;21,9;21,1;86;80;85;58;2,4;,9;
2026/02/04;0400 UTC;0;1005,3;1005,7;1005,2;,1;24,3;22,3;25;24,1;22,5;21,7;90;82;88;77;2;,5;
2026/02/04;0500 UTC;0;1004,8;1005,3;1004,8;,1;24,9;22,4;25;24,1;22,6;21,9;91;84;86;48;1,6;,8;
2026/02/04;0600 UTC;0;1004,3;1004,8;1004,3;,2;24,7;22,8;24,9;24,4;23,3;22,4;93;86;89;69;1,5;,7;
2026/02/04;0700 UTC;0;1004;1004,3;1004;0;24,6;23,2;24,8;24,6;23,2;22,7;92;88;92;94;1,3;,1;
2026/02/04;0800 UTC;0;1003,8;1004;1003,8;,4;25,3;23,1;25,7;24,5;23,4;22,9;93;84;88;92;1,7;,4;
2026/02/04;0900 UTC;0;1004,3;1004,3;1003,8;0;25,1;23,6;25,4;25;23,6;23;91;87;91;52;1,6;,8;
2026/02/04;1000 UTC;0;1004,7;1004,7;1004,3;0;25,7;23,2;25,7;24,9;23,7;23,2;92;86;86;56;2,1;1,2;
2026/02/04;1100 UTC;0;1005,7;1005,7;1004,7;44;25,8;23,4;25,9;25,6;23,4;23,1;87;86;86;48;2,5;1,6;
2026/02/04;1200 UTC;0;1006,7;1006,8;1005,7;265,7;26,6;24;26,6;25,8;24,1;23,4;87;85;85;18;3,8;,6;
2026/02/04;1300 UTC;0;1007,2;1007,2;1006,7;561,7;27,8;24,3;27,8;26,6;24,8;23,7;86;80;81;360;3;1;
2026/02/04;1400 UTC;0;1007,3;1007,5;1007,2;914,6;29;24,3;29;27,8;24,7;23,2;82;72;76;35;3,8;1,5;
2026/02/04;1500 UTC;0;1007,3;1007,4;1007,2;1218,6;29,3;23,9;30,4;28,7;25,3;23;76;68;73;52;4,8;1,8;
