REGIAO:;N
UF:;AM
ESTACAO:;MANAUS
CODIGO (WMO):;A101
LATITUDE:;-3,10333333
LONGITUDE:;-60,01638888
ALTITUDE:;61,25
DATA DE FUNDACAO:;09/05/00
Data;Hora UTC;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (Kj/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s);
2026/05/21;1100 UTC;0;1007,7;1007,7;1006,8;93,8;25,1;23,7;25,2;24,8;23,9;23,6;94;91;92;222;3,2;1,4;
2026/05/21;1200 UTC;0;1008,3;1008,3;1007,7;275,9;25,8;24,1;25,8;25,1;24,1;23,6;92;88;90;223;3,2;1,2;
2026/05/21;1300 UTC;0;1008,6;1008,6;1008,2;888,4;27,1;24,1;27,1;25,8;24,7;23,8;91;84;84;233;3,8;1,3;
2026/05/21;1400 UTC;0;1008,8;1008,9;1008,6;801,4;27;23,9;27,5;26,8;24,5;23,4;85;81;83;199;4,7;1,7;
2026/05/21;1500 UTC;3;1008,1;1008,8;1008;360,9;25,6;24,6;27;25,6;24,6;23,4;94;82;94;221;4,6;1,3;
2026/05/21;1600 UTC;1;1007,5;1008,1;1007,4;1726,2;28,1;25,8;28,1;25,6;26,5;24,7;96;88;88;226;3,7;1,2;
2026/05/21;1700 UTC;8;1006,6;1008,3;1006,6;566,8;24,2;23,1;28,6;23,4;26,3;22,1;96;83;94;117;5,9;1,1;
2026/05/21;1800 UTC;,8;1005,6;1006,6;1005,6;423,2;24,7;23,6;24,8;24;23,7;22,7;95;92;94;207;3,3;1,2;
2026/05/21;1900 UTC;0;1005,5;1005,6;1005,2;398,9;25,2;23,6;25,2;24,7;24;23,4;95;91;91;186;4,1;1;
2026/05/21;2000 UTC;0;1005,4;1005,7;1005,4;202,2;25,7;23,8;25,7;25;23,9;23,4;93;88;89;218;4,2;1,5;
2026/05/21;2100 UTC;0;1005,6;1005,6;1005,3;251,3;25,7;23,5;25,8;25,5;23,9;23,4;90;87;88;227;4,2;1,4;
2026/05/21;2200 UTC;0;1005,7;1005,7;1005,5;69;25,2;23,5;25,7;25,2;23,7;23,3;90;88;90;205;3,1;1;
2026/05/21;2300 UTC;0;1006,5;1006,5;1005,6;0;25,1;23,6;25,3;25,1;23,7;23,5;92;90;91;181;3,7;1;
2026/05/22;0000 UTC;0;1007,8;1007,8;1006,5;0;25,3;23,6;25,3;25,1;23,7;23,6;92;91;91;176;3,2;1,2;
2026/05/22;0100 UTC;0;1008;1008;1007,7;,3;25,2;23,7;25,3;25,2;23,8;23,6;92;90;92;212;3,3;,5;
2026/05/22;0200 UTC;0;1008,5;1008,5;1008;0;25,3;23,8;25,4;25,1;23,9;23,7;92;91;91;223;2,2;,7;
2026/05/22;0300 UTC;0;1008;1008,5;1008;0;25,4;23,8;25,6;25,3;24;23,8;92;90;91;233;2,6;1,1;
2026/05/22;0400 UTC;0;1007,5;1008,1;1007,5;0;25,1;23,9;25,4;25,1;23,9;23,8;93;91;93;221;3;,7;
2026/05/22;0500 UTC;0;1006,7;1007,5;1006,7;0;25,1;24;25,1;25;24,1;23,9;95;93;94;237;2,6;,8;
2026/05/22;0600 UTC;0;1006,7;1006,9;1006,7;0;25,1;24;25,2;25;24,1;23,9;95;93;94;212;2,7;,6;
2026/05/22;0700 UTC;0;1006,4;1006,7;1006,4;0;25;24;25,1;25;24;23,9;94;93;94;205;2,6;1;
2026/05/22;0800 UTC;0;1006,2;1006,5;1006,2;0;24,9;23,8;25,1;24,9;24;23,8;94;93;94;201;2,9;,7;
2026/05/22;0900 UTC;0;1006,3;1006,3;1006,1;0;25;23,8;25;24,8;23,9;23,8;94;93;93;232;2,2;1;
2026/05/22;1000 UTC;0;1006,7;1006,7;1006,3;,5;25,1;24;25,1;24,9;24,1;23,8;94;93;94;228;2,3;,7;
2026/05/22;1100 UTC;0;1007,7;1007,7;1006,7;16,8;25,3;23,9;25,3;25,1;24,2;23,9;94;92;92;206;2,5;,5;
2026/05/22;1200 UTC;,4;1008,7;1008,7;1007,7;186,3;25,6;24,1;25,7;25,3;24,3;23,9;93;91;92;200;3,5;1,1;
2026/05/22;1300 UTC;0;1008,8;1008,9;1008,7;262,2;25,9;24,1;26,2;25,6;24,3;23,9;92;88;90;205;3,9;1,3;
2026/05/22;1400 UTC;2,2;1009;1009,1;1008,8;101;25,2;24,4;25,9;25,1;24,4;24;95;90;95;177;4,1;1;
2026/05/22;1500 UTC;1,8;1008,8;1009,1;1008,8;268,6;25,1;24,1;25,3;25;24,4;24;95;94;94;190;4,2;1,7;
2026/05/22;1600 UTC;0;1008;1008,8;1008;447,4;25,3;24;25,3;24,8;24,3;23,7;95;92;93;205;5;1,4;
2026/05/22;1700 UTC;0;1007,1;1008;1007,1;542,5;25,9;23,8;26,2;25,2;24,3;23,5;93;86;88;163;4;1,5;
2026/05/22;1800 UTC;0;1006,1;1007,1;1006,1;742,8;26,3;23,8;26,9;25,8;24,6;23,5;89;84;86;209;5,3;1,8;
2026/05/22;1900 UTC;0;1005,5;1006,1;1005,5;857,5;26,4;23,5;27,2;25,8;24;23,2;87;81;84;212;6;1,8;
2026/05/22;2000 UTC;0;1005,2;1005,5;1005,1;453,8;26,7;23,7;26,9;26,4;24;23,5;85;83;84;217;5,3;1,4;
2026/05/22;2100 UTC;0;1005,4;1005,4;1005;204,3;26,6;23,6;26,8;26,5;23,7;23,3;85;82;84;216;5,6;1,4;
2026/05/22;2200 UTC;0;1006,2;1006,2;1005,4;49,2;26,2;23,4;26,6;26,1;23,8;23,3;86;83;84;213;4,3;1,1;
2026/05/22;2300 UTC;0;1007;1007;1006,2;0;26;23,4;26,2;26;23,6;23,3;86;84;86;192;3,6;1,2;
2026/05/23;0000 UTC;0;1007,6;1007,6;1007;0;25,8;23,5;26;25,8;23,6;23,4;87;86;87;218;3,6;1;
2026/05/23;0100 UTC;0;1008,5;1008,5;1007,6;0;25,7;23,6;25,9;25,7;23,6;23,5;88;87;88;182;4,2;1;
2026/05/23;0200 UTC;0;1008,4;1008,6;1008,4;0;25,7;23,7;25,8;25,6;23,9;23,6;90;88;89;190;3,6;1,7;
2026/05/23;0300 UTC;0;1008,2;1008,5;1008,1;0;25,2;23,5;25,7;25,2;23,7;23,5;90;89;90;186;3,3;,7;
2026/05/23;0400 UTC;0;1008,2;1008,3;1008,1;0;24,8;23,5;25,3;24,7;23,5;23,4;93;90;93;179;2,4;,9;
2026/05/23;0500 UTC;0;1008,2;1008,3;1008,1;0;24,3;23,4;25;24,2;23,5;23,3;95;92;95;195;2,4;,7;
2026/05/23;0600 UTC;0;1007,7;1008,2;1007,7;0;24,5;23,5;24,9;24,3;23,6;23,4;95;92;94;197;2,4;,7;
2026/05/23;0700 UTC;0;1007,3;1007,7;1007,1;0;24,9;23,5;24,9;24,5;23,7;23,4;94;92;92;190;2,7;1;
2026/05/23;0800 UTC;0;1007,4;1007,5;1007,2;0;24,8;23,6;24,9;24,8;23,7;23,5;93;92;93;221;3,3;,9;
2026/05/23;0900 UTC;0;1007,8;1007,8;1007,4;0;24,8;23,5;24,9;24,8;23,7;23,5;93;92;93;214;3,6;1,2;
2026/05/23;1000 UTC;0;1008,4;1008,4;1007,8;,3;24,9;23,6;24,9;24,7;23,6;23,5;93;93;93;200;3,6;1,5;
2026/05/23;1100 UTC;0;1008,9;1008,9;1008,3;45,3;25,2;23,6;25,2;24,9;23,7;23,5;93;91;91;179;3,2;1,1;
2026/05/23;1200 UTC;0;1009,2;1009,3;1008,9;288,2;26,2;23,7;26,2;25,1;23,8;23,2;91;86;86;184;4,1;1,3;
2026/05/23;1300 UTC;0;1009,5;1009,5;1009,2;678,9;26,2;23,2;26,7;25,9;24,2;23,2;88;83;84;191;4,8;1,9;
2026/05/23;1400 UTC;0;1009,5;1009,6;1009,4;894,7;27,8;24,2;27,8;26,1;24,3;23,2;86;80;81;199;4,8;1,6;
2026/05/23;1500 UTC;0;1009,1;1009,5;1009,1;1680,3;27,8;23,6;28,4;26,8;24,4;23,2;82;75;78;124;4,6;1,5;
2026/05/23;1600 UTC;0;1008,3;1009,1;1008,3;1656,1;27,9;22,8;29,4;27,5;24,9;22,8;80;72;74;154;4,8;1,5;
2026/05/23;1700 UTC;0;1007,2;1008,3;1007,2;1533,6;30,1;24;30,1;27,9;24,6;22,9;77;70;70;238;4,1;1;
2026/05/23;1800 UTC;0;1006,4;1007,2;1006,4;1260,1;29,3;23;30,9;29,3;25,8;22,7;75;65;69;115;3,9;2,1;
2026/05/23;1900 UTC;0;1005,7;1006,4;1005,6;681,6;29,1;22,9;29,9;28,9;23,6;22,6;71;66;69;186;4,1;1,6;
2026/05/23;2000 UTC;0;1005,1;1005,7;1005,1;462,5;28,3;23,7;29,2;28,3;23,7;22,3;76;68;76;187;4,4;1,7;
2026/05/23;2100 UTC;0;1005,5;1005,5;1005;279,1;27,9;23,6;28,3;27,6;24,2;23,5;81;76;78;220;4,7;1,3;
2026/05/23;2200 UTC;0;1005,9;1005,9;1005,4;83,6;27,3;23,8;27,9;27,3;23,9;23,5;81;77;81;196;3,5;,8;
2026/05/23;2300 UTC;0;1006,5;1006,5;1005,9;0;26,9;23,9;27,4;26,9;24,2;23,8;85;81;84;122;3,8;,6;
2026/05/24;0000 UTC;0;1007,5;1007,5;1006,5;0;27,1;24,2;27,1;26,8;24,2;23,9;85;83;84;182;2,8;1;
2026/05/24;0100 UTC;0;1008;1008;1007,5;0;26,9;24,2;27,1;26,8;24,2;24;85;83;85;187;3,3;1,4;
2026/05/24;0200 UTC;0;1008,2;1008,2;1007,9;0;25,7;23,6;26,9;25,7;24,3;23,4;88;85;88;196;7,3;2,4;
2026/05/24;0300 UTC;0;1008,2;1008,3;1008,2;0;25,1;23;25,7;25,1;23,6;23;89;87;88;205;5,4;1,6;
2026/05/24;0400 UTC;0;1007,4;1008,2;1007,4;0;24,8;22,9;25,2;24,8;23,1;22,8;89;88;89;225;5,9;1,9;
2026/05/24;0500 UTC;0;1007,1;1007,4;1007;0;24,8;22,7;24,9;24,6;22,9;22,6;89;88;88;216;6;1,5;
2026/05/24;0600 UTC;0;1006,9;1007,2;1006,9;0;24,5;22,3;24,8;24,5;22,7;22,3;89;87;87;220;5,5;2;
2026/05/24;0700 UTC;0;1006,6;1006,9;1006,6;0;24,4;22,3;24,5;24,3;22,4;22,2;88;87;88;231;5,5;1,5;
2026/05/24;0800 UTC;0;1006,9;1006,9;1006,6;0;24,3;22,2;24,4;24,1;22,4;22,2;89;88;88;216;4,6;1,7;
2026/05/24;0900 UTC;0;1007;1007;1006,8;0;24,2;22,2;24,3;24,2;22,3;22,1;89;88;89;213;4,5;1,1;
2026/05/24;1000 UTC;0;1007,5;1007,5;1006,9;,1;24,1;22,2;24,2;24,1;22,3;22,2;89;88;89;196;4,5;1,4;
2026/05/24;1100 UTC;0;1008,2;1008,2;1007,5;34,9;24,2;22,3;24,3;24,1;22,3;22,2;89;88;89;211;3,7;1;
2026/05/24;1200 UTC;0;1008,9;1008,9;1008,2;155;24,6;22,3;24,7;24,2;22,5;22,2;89;86;87;188;3,2;1,2;
2026/05/24;1300 UTC;0;1009,1;1009,1;1008,9;272;24,9;22,8;24,9;24,6;23,2;22,2;90;86;88;226;3,6;1,1;
2026/05/24;1400 UTC;0;1009;1009,1;1008,9;413,2;25,2;22,5;25,4;24,7;22,9;22,4;89;84;85;231;3,9;1,3;
2026/05/24;1500 UTC;0;1008,8;1009;1008,8;609,9;25,2;22,6;25,7;25;22,8;22,2;86;83;85;183;4,4;1,7;
2026/05/24;1600 UTC;0;1008;1008,8;1008;888,8;26,3;23,4;26,8;25,2;23,6;22,5;87;81;84;222;4,8;1,1;
2026/05/24;1700 UTC;0;1007;1008;1007;866,7;26,8;23,1;27;26,1;23,3;22,7;84;79;80;263;4,2;,8;
2026/05/24;1800 UTC;0;1006,4;1007;1006,4;634,8;27,3;22,8;27,4;26,4;23,4;22,5;83;76;76;247;3,1;,8;
2026/05/24;1900 UTC;0;1005,4;1006,4;1005,4;776,2;27,6;23,2;27,6;26,9;23,5;22,6;80;76;77;221;3,6;1;
2026/05/24;2000 UTC;0;1004,9;1005,4;1004,9;522,1;27,2;23,2;28,3;27,2;23,8;22,7;80;73;79;247;3,9;1,1;
2026/05/24;2100 UTC;0;1004,8;1004,9;1004,7;202,5;27,2;23,1;27,6;26,8;23,4;22,9;81;77;78;242;3,4;1;
2026/05/24;2200 UTC;0;1005,5;1005,5;1004,8;29,7;26,4;23,2;27,2;26,2;23,3;22,9;84;78;83;251;2,9;,8;
2026/05/24;2300 UTC;0;1006,2;1006,2;1005,5;0;26;23;26,4;25,7;23,4;22,9;86;83;84;189;2,3;1;
2026/05/25;0000 UTC;0;1007;1007;1006,2;0;25,7;23,1;26;25,7;23,3;23;87;84;85;203;2,2;,7;
2026/05/25;0100 UTC;0;1007,4;1007,4;1007;0;25,5;23,3;25,8;25,2;23,4;23,1;89;85;87;214;2,1;,6;
2026/05/25;0200 UTC;0;1007,5;1007,6;1007,4;0;25,1;23,4;25,7;25;23,5;23,2;91;87;91;46;1,5;,2;
2026/05/25;0300 UTC;0;1007,4;1007,7;1007,4;0;25,1;23,5;25,2;25;23,6;23,4;92;90;91;288;,7;,2;
2026/05/25;0400 UTC;0;1007;1007,4;1007;0;24,8;23,6;25,2;24,8;23,6;23,5;93;91;93;298;1,2;,1;
2026/05/25;0500 UTC;0;1007;1007,1;1007;0;24,8;23,8;24,8;24,6;23,8;23,6;95;93;94;340;1;,3;
2026/05/25;0600 UTC;0;1006,3;1007;1006,3;0;24,5;23,5;24,9;24,4;23,8;23,5;95;94;95;337;1,8;,2;
2026/05/25;0700 UTC;1;1005,9;1006,4;1005,9;0;24,2;23,5;24,5;24,2;23,6;23,4;96;94;96;317;1,3;,3;
2026/05/25;0800 UTC;,6;1005,8;1005,9;1005,7;0;23,9;23,3;24,2;23,9;23,5;23,3;97;96;97;339;1,8;,3;
2026/05/25;0900 UTC;0;1006,1;1006,1;1005,7;0;23,8;23,3;23,9;23,7;23,4;23,2;97;97;97;17;1,1;,2;
2026/05/25;1000 UTC;0;1006,6;1006,6;1006,1;,5;23,6;23,1;23,8;23,6;23,3;23,1;97;97;97;239;,7;,2;
2026/05/25;1100 UTC;0;1007;1007;1006,6;93,3;24,3;23,8;24,3;23,6;23,8;23,2;97;97;97;57;1,3;,2;
2026/05/25;1200 UTC;0;1007,6;1007,6;1007;799,1;28,2;24,7;28,2;24,3;25,1;23,8;97;82;82;332;1,1;,5;
2026/05/25;1300 UTC;0;1007,9;1008;1007,6;1158,1;28,1;23,8;29,2;27,7;25;23,2;82;75;77;109;1,3;,3;
2026/05/25;1400 UTC;0;1008,1;1008,1;1007,9;1143,9;29,3;23,4;29,5;28;24,8;23,3;80;70;71;333;2,4;,5;
2026/05/25;1500 UTC;0;1007,7;1008,1;1007,7;1068,2;29,5;24,4;30,1;28,3;24,9;23,1;80;69;74;92;2,8;,6;
2026/05/25;1600 UTC;0;1006,8;1007,8;1006,8;1766,3;30,2;23;30,6;29,2;24,8;22,8;77;64;66;73;4,1;2;
2026/05/25;1700 UTC;0;1005,6;1006,8;1005,6;1240,7;29,9;22,8;30,9;29,5;23,9;22,8;69;64;66;71;5,5;1,9;
2026/05/25;1800 UTC;0;1004,9;1005,6;1004,9;542,9;29,1;23,2;29,9;28,3;24,4;23,2;77;66;71;54;4,7;1,2;
2026/05/25;1900 UTC;0;1004,2;1004,9;1004,1;577,1;29,4;23,4;30,1;29;24,4;23,1;75;68;70;58;4,6;2,1;
2026/05/25;2000 UTC;0;1003,9;1004,2;1003,7;275,7;27,3;23,4;29,6;27,2;24;22,8;80;69;79;70;5,8;1,7;
2026/05/25;2100 UTC;0;1004,3;1004,3;1003,9;137,8;27,2;22;27,4;27,1;23,5;21,9;80;73;73;45;3,5;1,6;
2026/05/25;2200 UTC;0;1004,4;1004,5;1004,3;36,1;27;22,1;27,4;27;22,2;21,7;75;71;75;76;3,2;1,2;
2026/05/25;2300 UTC;0;1005,4;1005,4;1004,4;0;26,6;22,5;27;26,4;22,6;22,2;79;75;79;137;2,9;,6;
2026/05/26;0000 UTC;0;1006,3;1006,3;1005,4;0;25,7;22,8;26,6;25,7;22,9;22,5;84;79;84;11;1,6;,3;
2026/05/26;0100 UTC;0;1006,9;1007;1006,3;0;25,2;23,3;25,7;25,2;23,3;22,7;89;84;89;337;1;,3;
2026/05/26;0200 UTC;0;1007;1007,2;1006,9;0;25,2;23,1;25,2;25,1;23,2;22,9;89;87;88;152;1;,2;
2026/05/26;0300 UTC;0;1007,1;1007,3;1007;0;25,8;24,5;25,8;25,2;24,5;23;93;88;93;338;1,2;,2;
2026/05/26;0400 UTC;0;1006,9;1007,1;1006,7;0;25,4;24,4;25,8;25,3;24,5;24,3;94;93;94;234;1,8;,7;
2026/05/26;0500 UTC;0;1006,6;1006,9;1006,6;0;25,1;24,2;25,6;25,1;24,4;24,2;95;93;95;351;1,8;,3;
2026/05/26;0600 UTC;0;1006,3;1006,6;1006,3;0;25;24,3;25,2;25;24,4;24,1;96;95;96;170;1,1;,2;
2026/05/26;0700 UTC;0;1005,9;1006,3;1005,8;0;25;24,4;25,1;25;24,5;24,3;96;96;96;231;1,8;,4;
2026/05/26;0800 UTC;0;1005,9;1005,9;1005,8;0;25,4;24,5;25,6;25;24,7;24,4;96;94;95;209;2,8;,6;
2026/05/26;0900 UTC;0;1006,3;1006,3;1005,9;0;25,3;24,3;25,6;25,3;24,6;24,3;95;94;94;166;2,3;,4;
2026/05/26;1000 UTC;0;1006,5;1006,6;1006,3;,3;25,4;24,3;25,4;25,2;24,4;24,3;95;94;94;186;2,1;,7;
2026/05/26;1100 UTC;0;1007;1007;1006,5;111,8;26;24,6;26;25,1;24,8;24,2;95;92;92;202;2,1;,8;
2026/05/26;1200 UTC;0;1008,4;1008,4;1007;480,9;26,8;24,4;27,5;26;25,3;24,2;92;84;87;75;2,4;1,4;
2026/05/26;1300 UTC;0;1009;1009;1008,4;456,8;27,3;24,6;27,7;26,8;24,9;24,5;87;83;86;54;3,1;1,6;
2026/05/26;1400 UTC;0;1008,4;1009,1;1008,4;891,1;26,5;23,3;27,5;25,6;24,9;22,9;88;82;83;31;7,7;2,3;
2026/05/26;1500 UTC;0;1007,9;1008,4;1007,8;1084,2;27,5;23,2;27,5;26,5;23,8;22,9;83;78;78;60;5,1;1,9;
2026/05/26;1600 UTC;0;1006,9;1007,9;1006,9;1435,5;28,7;24,1;29;27,2;24,5;23,1;80;74;76;49;4,4;1,7;
2026/05/26;1700 UTC;0;1006;1006,9;1005,9;1781,6;28,9;23,9;29,4;28,3;24,5;23,7;77;73;74;47;5,8;3;
2026/05/26;1800 UTC;0;1004,6;1006;1004,6;1157,3;29,1;23,9;30,2;28,6;24,6;23,4;76;70;74;19;5,5;1,2;
2026/05/26;1900 UTC;0;1003,5;1004,6;1003,5;520,5;30,7;23;30,9;29,1;24,5;22,8;74;63;64;125;4;1,4;
2026/05/26;2000 UTC;0;1003,3;1003,5;1003,2;294,4;30,2;22,6;31,3;30,2;23,6;22,2;66;59;64;93;4,1;1,6;
2026/05/26;2100 UTC;0;1003,9;1003,9;1003,3;105;29,5;23,1;30,3;29,5;23,2;22,5;69;63;69;74;4,5;2;
2026/05/26;2200 UTC;0;1004,3;1004,4;1003,9;37,1;28,6;23,4;29,5;28,5;23,8;23;75;68;73;71;4,5;1,3;
2026/05/26;2300 UTC;0;1005,2;1005,2;1004,3;0;28,3;23,4;28,6;28,1;23,4;23,2;75;73;75;68;3;1,2;
2026/05/27;0000 UTC;0;1005,8;1005,9;1005,2;0;27,5;22,7;28,4;27,5;23,6;22,5;79;73;75;161;2,9;1,2;
2026/05/27;0100 UTC;0;1006,5;1006,5;1005,8;0;27;23;27,5;26,9;23,2;22,3;80;74;78;61;2,2;,7;
2026/05/27;0200 UTC;0;1006,8;1006,9;1006,4;0;26,1;23,3;27;26,1;23,5;22,9;85;78;85;137;1,5;,4;
2026/05/27;0300 UTC;0;1006,6;1006,8;1006,6;0;25,7;23,4;26,1;25,7;23,5;23,1;87;84;87;326;1,3;,2;
2026/05/27;0400 UTC;0;1006;1006,6;1006;0;25,1;23,1;25,7;25,1;23,5;23;89;86;89;344;,7;,4;
2026/05/27;0500 UTC;0;1005,6;1006,1;1005,6;0;25,5;23,3;25,5;25,1;23,4;23,1;90;88;88;190;1,6;,7;
2026/05/27;0600 UTC;0;1004,8;1005,6;1004,8;0;26;24,1;26,2;25,5;24,2;23,3;90;86;90;224;3,1;,6;
2026/05/27;0700 UTC;0;1004,3;1004,8;1004,3;0;25,9;24,1;26;25,7;24,2;24;91;90;90;226;1,8;,5;
2026/05/27;0800 UTC;0;1004,1;1004,3;1004,1;0;25,7;24;26;25,7;24,3;24;91;89;90;233;1,8;,7;
2026/05/27;0900 UTC;0;1004,5;1004,5;1004,1;0;25,6;23,8;25,7;25,4;24;23,7;91;90;90;234;1,5;,4;
2026/05/27;1000 UTC;0;1005,2;1005,2;1004,5;,1;25,7;24;25,8;25,5;24;23,8;91;89;90;230;1,8;,8;
2026/05/27;1100 UTC;0;1005,8;1005,8;1005,2;48,7;25,8;24,3;25,9;25,7;24,4;23,9;92;90;91;13;1,8;,2;
2026/05/27;1200 UTC;0;1006,4;1006,4;1005,8;338,4;27,6;24,7;27,6;25,8;24,9;24,2;91;84;84;297;,9;,4;
2026/05/27;1300 UTC;0;1006,9;1007;1006,4;874,7;29;23,8;29,2;27,6;25,1;23,3;84;73;74;91;2,6;1;
2026/05/27;1400 UTC;0;1007;1007;1006,9;1818,9;31,4;24,7;31,4;29;25;23,5;75;64;68;80;3,7;2,2;
2026/05/27;1500 UTC;0;1006,3;1007;1006,2;2822,1;31,6;24;32,1;30,5;24,7;23,3;69;62;64;59;4,9;2,5;
2026/05/27;1600 UTC;0;1005,5;1006,3;1005,5;2904,6;31,9;23,1;32,2;30,5;24,5;22,7;66;59;60;108;7,2;2,6;
2026/05/27;1700 UTC;0;1004,3;1005,5;1004,3;1689,6;32;22,2;32,6;31,5;24;21,8;62;56;56;101;6,2;3;
2026/05/27;1800 UTC;0;1003,3;1004,3;1003,3;867,7;32,2;22,3;32,6;31,5;22,5;21,5;57;53;56;78;7,2;3;
2026/05/27;1900 UTC;0;1002,5;1003,4;1002,5;316,5;31,5;21,7;32,6;31,5;22,6;21,5;58;54;56;72;6,5;2,6;
2026/05/27;2000 UTC;0;1002,5;1002,5;1002,3;393,5;31;21,4;32;31;22,3;21;58;53;57;74;5,3;2,4;
2026/05/27;2100 UTC;0;1002,9;1002,9;1002,5;255,9;30,8;21,5;31,2;30,8;22,2;21,1;60;55;57;67;4,4;2,1;
2026/05/27;2200 UTC;0;1003,1;1003,1;1002,9;38;30;22,5;30,8;29,9;22,7;21,2;65;57;64;64;4,8;1,5;
2026/05/27;2300 UTC;0;1003,7;1003,7;1003,1;0;29,4;23,6;30,1;29,4;23,6;22,4;71;64;71;52;2,7;1;
2026/05/28;0000 UTC;0;1004,7;1004,7;1003,7;0;27,6;23,4;29,5;27,6;24,1;23,4;78;70;78;15;2,6;,4;
2026/05/28;0100 UTC;0;1005,5;1005,5;1004,6;0;27;23,2;27,6;26,8;23,6;23,2;81;78;80;357;1,2;,5;
2026/05/28;0200 UTC;0;1006,2;1006,2;1005,5;0;26,6;24,2;27;26,5;24,2;23,2;87;80;87;289;1;,4;
2026/05/28;0300 UTC;0;1006,2;1006,3;1006,2;0;26,3;24,3;26,6;26,3;24,5;24,2;89;87;89;22;1,1;,4;
2026/05/28;0400 UTC;0;1005,9;1006,2;1005,9;0;26,1;24,6;26,5;26,1;24,6;24,2;92;88;92;3;1,1;,2;
2026/05/28;0500 UTC;0;1005,6;1005,9;1005,6;0;25,9;24,1;26,1;25,9;24,7;24,1;92;89;90;5;,8;,2;
2026/05/28;0600 UTC;0;1004,9;1005,6;1004,9;0;25,9;23,9;26;25,9;24,1;23,8;90;88;89;327;1,1;,2;
2026/05/28;0700 UTC;0;1004,6;1004,9;1004,6;0;26;23,9;26;25,9;24,1;23,9;90;88;88;38;1,1;,3;
2026/05/28;0800 UTC;0;1004,7;1004,7;1004,5;0;26,3;24;26,4;26;24,2;23,8;90;86;87;285;1;,4;
2026/05/28;0900 UTC;0;1005,1;1005,1;1004,7;0;26;24;26,3;26;24,1;23,6;89;86;89;297;1,2;,3;
2026/05/28;1000 UTC;0;1005,2;1005,4;1005,1;,4;25,7;23,8;26;25,7;24,1;23,6;90;88;89;28;1;,3;
2026/05/28;1100 UTC;0;1006;1006;1005,2;98,6;26,6;24,1;26,6;25,6;24,2;23,6;91;86;86;4;,8;,2;
2026/05/28;1200 UTC;0;1006,8;1006,8;1006;392,2;28,3;23,8;28,3;26,6;24,5;23,8;86;76;77;284;1,1;,4;
2026/05/28;1300 UTC;0;1007;1007;1006,7;1407,9;31,9;25,2;31,9;28,2;25,4;23,6;79;67;68;346;1,4;,5;
2026/05/28;1400 UTC;0;1006,6;1007;1006,6;2084,3;33;24;33,2;30,5;25,3;22,7;68;58;59;130;3,1;,7;
2026/05/28;1500 UTC;0;1006,1;1006,6;1006,1;1840,7;31,7;24;33;30,9;24,9;23,4;67;58;64;245;3,8;1,2;
2026/05/28;1600 UTC;0;1005,3;1006,1;1005,3;1383,8;31,5;22,7;33,4;30,8;24,5;21,7;65;55;60;116;3,5;,8;
2026/05/28;1700 UTC;0;1004,2;1005,3;1004,2;1430,2;32,9;21,1;33,8;31,5;22,9;21;60;48;50;135;5,1;1,4;
2026/05/28;1800 UTC;0;1002,9;1004,2;1002,9;616,6;33,6;22,5;33,8;32,1;22,7;21,1;54;50;52;198;5,2;1,6;
2026/05/28;1900 UTC;0;1002,4;1002,9;1002,4;364;32,5;22,6;34;31,9;23,4;21,7;60;49;56;120;5,2;1,7;
2026/05/28;2000 UTC;0;1002,5;1002,6;1002,2;195,8;31,4;23,1;32,5;31,1;23,5;22,5;63;56;61;170;4,5;1,1;
2026/05/28;2100 UTC;0;1002,8;1002,8;1002,5;114,3;29,7;24;31,5;29,7;24;22,4;71;59;71;10;4,3;,5;
2026/05/28;2200 UTC;0;1003,1;1003,1;1002,8;27,6;28,5;24,1;29,7;28,5;24,1;23,7;78;71;77;26;2;,4;
2026/05/28;2300 UTC;0;1004,1;1004,1;1003,1;,1;29,2;23,6;29,2;28,4;24;23,5;77;72;72;56;1,5;,4;
2026/05/29;0000 UTC;0;1004,8;1004,8;1004,1;,1;27,1;23,9;29,2;27,1;24;23,3;83;72;83;359;2,8;,6;
2026/05/29;0100 UTC;0;1005,8;1005,8;1004,8;0;27,1;24;27,2;27;24,2;23,9;84;83;83;345;2,1;,4;
2026/05/29;0200 UTC;0;1006;1006,1;1005,8;0;27,3;23,4;27,4;27,1;24;23,4;83;79;79;353;3,3;,6;
